Variable / Field Name,Section Header,Form Name,Form Display Name,Form Note,Field Type,multipleChoice,Allow,headerImage,headerImageSize,Field Label,"Choices, Calculations, OR Slider Labels",minVal,maxVal,Branching Logic (Show field only if...),schedule,section,version
now_thoughts_negative,,evening_set,EMA Assessment (Night),An evening questionnaire,slider,,,new/thoughtBalloon.png,150x150,"To what extent are you having **negative thoughts**, thinking about unpleasant experiences or things that make you feel bad?","1, 1, 1F642 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 26C8",not at all,very frequently,,all_day_questions,Positive and Negative Thoughts,
now_thoughts_negative_about,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,1,,new/thoughtBalloon.png,150x150,Were these thoughts about:,"1, things you did that you regret, 1F614 | 2, things that happened to you or to others, 1F329 | 3, worries that you have, 1F4AD | 4, other negative thoughts, 2753",,,[now_thoughts_negative] > 1,all_day_questions,Positive and Negative Thoughts,
now_thoughts_negative_severity,,evening_set,EMA Assessment (Night),An evening questionnaire,slider,,,new/thoughtBalloon.png,150x150,How severe or disturbing would you say these thoughts were?,"1, 1, E0A3 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 1F6A8",not at all severe or disturbing,very severe or disturbing,[now_thoughts_negative] > 1,all_day_questions,Positive and Negative Thoughts,
now_thoughts_dangerous,,evening_set,EMA Assessment (Morning),An evening questionnaire,radio,,autoAdvance,new/thoughtDanger.png,150x150,Were these thoughts about things that could be dangerous for you physically?,"1, Yes | 0, No",,,[now_thoughts_negative] > 1,all_day_questions,Positive and Negative Thoughts,
now_thoughts_suicide,,evening_set,EMA Assessment (Morning),An evening questionnaire,radio,,autoAdvance,new/thoughtRed.png,150x150,Since the last signal did you have thoughts of harming yourself or of suicide?,"1, Yes | 0, No",,,[now_thoughts_dangerous] = 1,all_day_questions,Positive and Negative Thoughts,
now_thoughts_suicide_warning,,evening_set,EMA Assessment (Morning),An evening questionnaire,markdown-message,,,new/helpHeart.png,150x150,"The information you are providing now is not immediately transmitted to your doctor or to people who can help you. If you think that you are at the slightest risk of hurting yourself, **please call the following number now to talk about it. Someone is available at any time of the day or night:** \r\n\r\n **1-800-273-8255** ",,,,[now_thoughts_suicide] = 1,all_day_questions,Positive and Negative Thoughts,
since_rest,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/bed.png,150x150,"Since the last questionnaire, did you have a nap or rest?","1, Yes | 0, No",,,,all_day_questions,Physical Activity,
since_rest_duration,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/zzzBedTimer.png,150x150,About **how long** was your nap or rest?,"1, less than 30 minutes | 2, 30-60 minutes | 3, 60-120 minutes | 4, longer than 120 minutes",,,[since_rest] = 1,all_day_questions,Physical Activity,
since_rest_fell_asleep,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/sleepFace.png,150x150,Did you actually **fall asleep** during the nap or rest?,"1, Yes | 0, No",,,[since_rest] = 1,all_day_questions,Physical Activity,
since_physical_activity,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,1,,,,Please select the **intensity level of activities** you did since the last questionnaire:,"1, vigorous activities (e.g. running/fast cycling/heavy lifting or digging), new/activityVigorous | 2, moderate activities (e.g. tennis/bicycling/carrying light loads), new/activityModerate | 3, light activities (e.g. walking/climbing stairs/routine household chores), new/activityLight",,,,all_day_questions,Physical Activity,
since_vigorous_activity,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/activityVigorousTimer.png,150x150,"Since the last questionnaire, how many minutes did you do **vigorous activities** including intensive sports or exercise (such as running or fast cycling) or intensive physical work (such as heavy lifting or digging)?","1, 5 minutes | 2, 10 minutes | 3, 20 minutes | 4, 30 minutes | 5, 40 minutes | 6, 50 minutes | 7, 60 minutes or more",,,[since_physical_activity].includes(1),all_day_questions,Physical Activity,
since_vigorous_activity_planned,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/activityVigorousPlanned.png,150x150,Was this **vigorous activity** (or activities) part of a **planned** workout or exercise routine?,"1, Yes | 0, No",,,[since_physical_activity].includes(1),all_day_questions,Physical Activity,
since_moderate_activity,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/activityModerateTimer.png,150x150,"Since the last questionnaire, how many minutes did you do **moderate activities** (activities that make you breathe somewhat harder than usual such as playing tennis, bicycling, carrying light loads)?","1, 5 minutes | 2, 10 minutes | 3, 20 minutes | 4, 30 minutes | 5, 40 minutes | 6, 50 minutes | 7, 60 minutes or more",,,[since_physical_activity].includes(2),all_day_questions,Physical Activity,
since_moderate_activity_planned,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/activityModeratePlanned.png,150x150,Was this **moderate activity** (or activities) part of a **planned** workout or exercise routine?,"1, Yes | 0, No",,,[since_physical_activity].includes(2),all_day_questions,Physical Activity,
since_light_activity,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/activityLightTimer.png,150x150,"Since the last questionnaire, how many minutes did you do **light activities** (activities that may not make you breathe somewhat harder than usual such as walking, climbing stairs, routine household chores, etc.)?","1, 5 minutes | 2, 10 minutes | 3, 20 minutes | 4, 30 minutes | 5, 40 minutes | 6, 50 minutes | 7, 60 minutes or more",,,[since_physical_activity].includes(3),all_day_questions,Physical Activity,
since_light_activity_planned,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/activityLightPlanned.png,150x150,Was this **light activity** (or activities) part of a **planned** workout or exercise routine?,"1, Yes | 0, No",,,[since_physical_activity].includes(3),all_day_questions,Physical Activity,
since_had_drink,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,1,,,,"Since the last questionnaire, did you drink:","1, water, new/water | 2, milk, 1F95B | 3, a caffeinated beverage (like coffee/tea/soda etc.), new/caffeine | 4, an alcoholic beverage (wine/beer/liquor etc.), 1F377 | 5, a beverage containing sugar like juice or caffeine-free soda, 1F9C3 | 6, another type of drink, 2754 | 7, none, 274C",,,,all_day_questions,Intake: Food/drink/substances,
since_had_drink_water_quantity,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/water.png,150x150,How many 8 oz glasses of **water** did you consume?,"1, 1 glass | 2, 2 glasses | 3, 3 glasses | 4, 4 glasses | 5, 5 or more glasses",,,[since_had_drink].includes(1),all_day_questions,Intake: Food/drink/substances,
since_had_drink_milk_quantity,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/milk.png,150x150,How many 8 oz glasses of **milk** did you consume?,"1, 1 glass | 2, 2 glasses | 3, 3 glasses | 4, 4 glasses | 5, 5 or more glasses",,,[since_had_drink].includes(2),all_day_questions,Intake: Food/drink/substances,
since_had_drink_caffeinated_type,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,1,,new/caffeine.png,150x150,What type of **caffeinated beverage** did you consume?,"1, soda (coke/pepsi/other caffeinated soda), 1F964 | 2, energy drink, new/energyDrink | 3, coffee, 2615 | 4, tea, 1F375 | 5, other, 2754",,,[since_had_drink].includes(3),all_day_questions,Intake: Food/drink/substances,
since_had_drink_caffeinated_quantity,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/caffeine.png,150x150,How many 8 oz glasses of **caffeinated drinks** did you consume?,"1, 1 glass | 2, 2 glasses | 3, 3 glasses | 4, 4 glasses | 5, 5 or more glasses",,,[since_had_drink].includes(3),all_day_questions,Intake: Food/drink/substances,
since_had_drink_alcohol_type,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,1,,new/alcohol.png,150x150,What type of **alcoholic beverage** did you consume?,"1, red wine, 1F377 | 2, white wine, 1F379 | 3, champagne/sparkling wine, 1F942 | 4, beer, 1F37A | 5, cocktail, 1F378 | 6, whisky or other strong alcohol, 1F943 | 7, other type of alcoholic drink, 2754",,,[since_had_drink].includes(4),all_day_questions,Intake: Food/drink/substances,
since_had_drink_alcohol_quantity,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/alcohol.png,150x150,How many servings of **alcohol** did you consume?,"1, 1 drink | 2, 2 drinks | 3, 3 drinks | 4, 4 drinks | 5, 5 or more drinks",,,[since_had_drink].includes(4),all_day_questions,Intake: Food/drink/substances,
since_had_drink_sugar_quantity,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/juice.png,150x150,"How many 8 oz glasses of **high-sugar drinks** (e.g., juice, soda, some coffee beverages) did you consume?","1, 1 glass | 2, 2 glasses | 3, 3 glasses | 4, 4 glasses | 5, 5 or more glasses",,,[since_had_drink].includes(5),all_day_questions,Intake: Food/drink/substances,
since_eaten_amount,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,1,,,,"Since the last questionnaire, which of the following did you have?","1, snacks, new/snack | 2, small meals, 1F96A | 3, regular/full meals, 1F35B | 4, large meals, 1F967 | 5, none, 274C",,,,all_day_questions,Intake: Food/drink/substances,
since_eaten_snacks_quantity,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/snack.png,150x150,How many **snacks** did you have?,"1, 1 snack | 2, 2 snacks | 3, 3 snacks | 4, 4 snacks | 5, 5 snacks | 6, 6 snacks | 7, 7 snacks | 8, 8 snacks | 9, 9 snacks | 10, 10 snacks | 11, more than 10 snacks",,,[since_eaten_amount].includes(1),all_day_questions,Intake: Food/drink/substances,
since_eaten_small_meal_quantity,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/sandwich.png,150x150,How many **small meals** did you have?,"1, 1 small meal | 2, 2 small meals | 3, 3 small meals | 4, 4 small meals | 5, 5 small meals | 6, more than 5 small meals",,,[since_eaten_amount].includes(2),all_day_questions,Intake: Food/drink/substances,
since_eaten_regular_meal_quantity,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/regularMeal.png,150x150,How many **regular/full meals** did you have?,"1, 1 full meal | 2, 2 full meals | 3, 3 full meals | 4, more than 3 full meals",,,[since_eaten_amount].includes(3),all_day_questions,Intake: Food/drink/substances,
since_eaten_large_meal_quantity,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/largeMeal.png,150x150,How many **large meals** did you have?,"1, 1 large meal | 2, 2 large meals | 3, more than 2 large meals",,,[since_eaten_amount].includes(4),all_day_questions,Intake: Food/drink/substances,
since_eaten_when,,evening_set,EMA Assessment (Night),An evening questionnaire,time,,,new/allFoodTime.png,150x150,About **what time** did you eat your largest snack/meal?,,,,[since_eaten_amount].includes(1) or [since_eaten_amount].includes(2) or [since_eaten_amount].includes(3) or [since_eaten_amount].includes(4),all_day_questions,Intake: Food/drink/substances,
since_eaten_duration,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/allFoodTimer.png,150x150,For **how long** did you eat in total?,"1, 5 minutes or less | 2, 10 minutes | 3, 15 minutes | 4, 30 minutes | 5, 45 minutes | 6, 1 hour | 7, 1 hour 30 minutes | 8, 2 hours or more",,,[since_eaten_amount].includes(1) or [since_eaten_amount].includes(2) or [since_eaten_amount].includes(3) or [since_eaten_amount].includes(4),all_day_questions,Intake: Food/drink/substances,
since_eaten_type,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,1,,,,Please think about all the foods you ate since the last questionnaire. Please select **all types** of food you ate:,"1, beef/pork/lamb, 1F969 | 2, chicken or other poultry, 1F357 | 3, eggs, 1F95A | 4, fish, E000 | 5, dairy (yogurt/milk/cheese), 1F9C0 | 6, bread/pasta/cereal/other starchy food, 1F956 | 7, fruits, 1F353 | 8, vegetables, 1F966 | 9, sweet foods or candy, 1F36D | 10, energy bars, new/energyBar | 11, potato chips or other salty snacks, 1F9C2 | 12, other, 2754",,,[since_eaten_amount].includes(1) or [since_eaten_amount].includes(2) or [since_eaten_amount].includes(3) or [since_eaten_amount].includes(4),all_day_questions,Intake: Food/drink/substances,
since_eaten_chocolate,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/chocolate.png,150x150,Did you eat chocolate?,"1, Yes | 0, No",,,[since_eaten_type].includes(9),all_day_questions,Intake: Food/drink/substances,
since_substances,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,1,,,,"Since the last questionnaire, which of the following did you use?","1, cigarettes, 1F6AC | 2, cannabis/pot, new/marijuana | 3, other drug, 2754 | 4, none, 1F6AB",,,,all_day_questions,Intake: Food/drink/substances,
since_substances_cigarettes,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/cigarette.png,150x150,How many **cigarettes** did you have?,"1, 1 cigarette | 2, 2 cigarettes | 3, 3 cigarettes | 4, 4 cigarettes | 5, 5 cigarettes | 6, 6-10 cigarettes | 7, 10-20 cigarettes | 8, over 20 cigarettes",,,[since_substances].includes(1),all_day_questions,Intake: Food/drink/substances,
since_substances_cannabis,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/marijuana.png,150x150,How many **joints (of cannabis/pot)** did you have?,"1, 1 joint | 2, 2 joints | 3, 3 joints | 4, 4 joints | 5, 5 joints or more",,,[since_substances].includes(2),all_day_questions,Intake: Food/drink/substances,
since_substances_other,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,,,What **other drug** did you use?,"1, cocaine, 26AA | 2, tranquilizers, 1F7E6 | 3, stimulants, 1F53A | 4, heroin or other opiate, 2B1C | 5, other drug, 2754",,,[since_substances].includes(3),all_day_questions,Intake: Food/drink/substances,
event_instructions,,evening_set,EMA Assessment (Night),An evening questionnaire,markdown-message,,,new/thoughtBalloon.png,150x150,"Since the last questionnaire, please think of the **ONE event that affected you the most** (positively or negatively), no matter how slightly.",,,,,all_day_questions,Life Events,
event_category,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/thoughtBalloon.png,150x150,Which of the **following categories** best describes the area of your life in which the **event occurred**?,"1, work, 1F558 | 2, education, 1F469-200D-1F393 | 3, family or friend relationships, 1F468-200D-1F469-200D-1F466 | 4, interactions with colleagues, 1F468-200D-1F4BC | 5, interactions with strangers, 1F465 | 6, housing or residence, 1F3E1 | 7, leisure, 1F646 | 8, exercise, 1F3C3 | 9, health, 2665 | 10, finances, 1F4B5 | 11, religion or spirituality, 1F6D0 | 12, legal or judicial, 1F468-200D-2696-FE0F | 13, traveling or commuting, 1F697 | 14, other, 2754",,,,all_day_questions,Life Events,
event_impact_positive,,evening_set,EMA Assessment (Night),An evening questionnaire,slider,,,new/thoughtBalloon.png,150x150,To what degree did this event have a **positive impact** on you?,"1, 1, 26AA | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 1F7E2",no positive impact,extremely positive,,all_day_questions,Life Events,
event_impact_negative,,evening_set,EMA Assessment (Night),An evening questionnaire,slider,,,new/thoughtBalloon.png,150x150,To what degree did this event have a **negative impact** on you?,"1, 1, 26AA | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 1F534",no negative impact,extremely negative,,all_day_questions,Life Events,
event_other,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/thoughtBalloon2.png,150x150,Did **more than one event** occur that significantly influenced you?,"1, Yes | 0, No",,,,all_day_questions,Life Events,
event_other_impact_positive,,evening_set,EMA Assessment (Night),An evening questionnaire,slider,,,new/thoughtBalloon2.png,150x150,To what degree did this other event have a **positive impact** on you?,"1, 1, 26AA | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 1F7E2",no positive impact,extremely positive,[event_other] = 1,all_day_questions,Life Events,
event_other_impact_negative,,evening_set,EMA Assessment (Night),An evening questionnaire,slider,,,new/thoughtBalloon2.png,150x150,To what degree did this other event have a **negative impact** on you?,"1, 1, 26AA | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 1F534",no negative impact,extremely negative,[event_other] = 1,all_day_questions,Life Events,
now_pain,,evening_set,EMA Assessment (Morning),An evening questionnaire,radio,,autoAdvance,new/pain.png,150x150,Are you in **pain right now** (other than headache pain)?,"2, Yes | 1, No",,,,all_day_questions,Physical Pain,
now_pain_where,,evening_set,EMA Assessment (Morning),An evening questionnaire,radio,1,,new/pain.png,150x150,**Where** are you having pain?,"1, joint/muscle, 1F9BF | 2, back or neck, new/spinePain | 3, stomach/bowel, new/stomachIntestine | 4, other, 2753",,,[now_pain] = 2,all_day_questions,Physical Pain,
now_pain_level,,evening_set,EMA Assessment (Morning),An evening questionnaire,slider,,,new/pain.png,150x150,How **severe** is your pain right now?,"1, 1, E0A3 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 1F6A8",very minor pain,extreme pain,[now_pain] = 2,all_day_questions,Physical Pain,
since_pain,,evening_set,EMA Assessment (Morning),An evening questionnaire,radio,,autoAdvance,new/pain.png,150x150,Have you experienced any **pain since the last questionnaire** (other than headache pain)?,"2, Yes | 1, No",,,[now_pain] = 1,all_day_questions,Physical Pain,
since_pain_where,,evening_set,EMA Assessment (Morning),An evening questionnaire,radio,1,,new/pain.png,150x150,**Where** did this pain occur?,"1, joint/muscle, 1F9BF | 2, back or neck, new/spinePain | 3, stomach/bowel, new/stomachIntestine | 4, other, 2753",,,[since_pain] = 2,all_day_questions,Physical Pain,
since_pain_level,,evening_set,EMA Assessment (Morning),An evening questionnaire,slider,,,new/pain.png,150x150,How **severe** was the pain you experienced since you woke up?,"1, 1, E0A3 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 1F6A8",very minor pain,extreme pain,[since_pain] = 2,all_day_questions,Physical Pain,
headache,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/headache.png,150x150,Have you experienced a **headache** since the last questionnaire?,"2, Yes | 1, No",,,,all_day_questions,Headache,
headache_same,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/headacheSame.png,150x150,Is this the **same headache** that you reported in the last questionnaire?,"2, Yes | 1, No",,,[headache] = 2,all_day_questions,Headache,
headache_start,,evening_set,EMA Assessment (Night),An evening questionnaire,time,,,new/headacheClock.png,150x150,What time did the headache **begin**?,,,,[headache_same] = 1,all_day_questions,Headache,
headache_current,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/headacheCurrent.png,150x150,Is this headache **still present**?,"2, Yes | 1, No",,,[headache] = 2,all_day_questions,Headache,
headache_end,,evening_set,EMA Assessment (Night),An evening questionnaire,time,,,new/headacheClock.png,150x150,What time did the headache **end**?,,,,[headache_current] = 1,all_day_questions,Headache,
headache_intensity,,evening_set,EMA Assessment (Night),An evening questionnaire,slider,,,new/headache.png,150x150,How **intense** is (or was) the headache?,"1, 1, E0A3 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 1F6A8",very minor,extremely intense,[headache] = 2,all_day_questions,Headache,
headache_sudden,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/headacheSudden.png,150x150,Did the headache come on **suddenly**?,"1, Yes | 0, No",,,[headache] = 2,all_day_questions,Headache,
headache_trigger,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/headacheTrigger.png,150x150,Did something in particular **trigger** the headache?,"1, Yes | 0, No",,,[headache_trigger] = 1,all_day_questions,Headache,
headache_trigger_category,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,1,,new/headacheTrigger.png,150x150,What do you think **triggered** the headache?,"1, bright light, 1F386 | 2, odor/smell, 1F443 | 3, noise, 1F50A | 4, food, 1F354 | 5, alcoholic drink, 1F377 | 6, non-alcoholic beverage, 1F9C3 | 7, hunger, 1F62C | 8, thirst/dehydration, 1F975 | 9, pain, new/pain | 10, exercise, 1F3CB | 11, stress, new/stress | 12, other, 2754 | 13, unknown, 1F937",,,[headache] = 2,all_day_questions,Headache,
headache_location,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/headache.png,150x150,**Where** is (or was) the headache?,"1, both sides of your head, 2194 | 2, left side only, 2B05 | 3, right side only, 27A1 | 4, moved from one side to another, 1F504",,,[headache] = 2,all_day_questions,Headache,
headache_pulsating,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/headacheDrum.png,150x150,"Is (or was) the pain **throbbing**, **beating** or **pulsating**?","1, Yes | 0, No",,,[headache] = 2,all_day_questions,Headache,
headache_effort,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/headacheStairs.png,150x150,Does (or did) the headache pain **increase with routine physical activity** such as bending over or climbing stairs?,"1, Yes | 0, No",,,[headache] = 2,all_day_questions,Headache,
headache_nausea,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/headacheNausea.png,150x150,"Do (or did) you feel **nauseated**, **vomit** or have **diarrhea**?","1, Yes | 0, No",,,[headache] = 2,all_day_questions,Headache,
headache_light,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/headacheLight.png,150x150,How much does (or did) **light** bother you?,"1, not at all, 1F642 | 2, mildly, 1F610 | 3, moderately, 1F627 | 4, severely, 1F62B",,,[headache] = 2,all_day_questions,Headache,
headache_noise,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/headacheNoise.png,150x150,"How much does (or did) **noise** such as music, talking, TV, bother you?","1, not at all, 1F642 | 2, mildly, 1F610 | 3, moderately, 1F627 | 4, severely, 1F62B",,,[headache] = 2,all_day_questions,Headache,
headache_smell,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/headacheOdor.png,150x150,"How much does (or did) **certain odors** such as perfume, food, smoke, bother you?","1, not at all, 1F642 | 2, mildly, 1F610 | 3, moderately, 1F627 | 4, severely, 1F62B",,,[headache] = 2,all_day_questions,Headache,
headache_vision_changes,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,1,,new/headacheVision.png,150x150,Which (if any) of the following **vision changes** did you experience?,"1, blurred or distorted vision, 1F300 | 2, flashing lights/shapes, new/sparkleShapes | 3, blind spots or missing parts, new/blindSpot | 4, no vision changes, 274C",,,[headache] = 2,all_day_questions,Headache,
headache_vision_change_time,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/headacheVision.png,150x150,**When** did those **vision changes** occur with respect to the **onset** of the headache pain?,"1, before headache pain, 1F448 | 2, after headache pain, 1F449",,,[headache_vision_changes].includes(2) or [headache_vision_changes].includes(3) or [headache_vision_changes].includes(4),all_day_questions,Headache,
headache_numbing,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/headacheTingle.png,150x150,Is (or was) your headache accompanied by any **numbing or tingling** in certain body areas?,"1, Yes | 0, No",,,[headache] = 2,all_day_questions,Headache,
headache_numbing_time,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/headacheTingle.png,150x150,**When** did this **numbing or tingling** occur with respect to **onset** of the headache pain?,"1, before headache pain, 1F448 | 2, after headache pain, 1F449",,,[headache_numbing] = 1,all_day_questions,Headache,
headache_confusing,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/headacheConfounded.png,150x150,"Does (or did) the headache make it **difficult** to **speak**, **think** or **express yourself**?","1, Yes | 0, No",,,[headache] = 2,all_day_questions,Headache,
headache_confusing_time,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/headacheConfounded.png,150x150,When did this **difficulty** occur with respect to the **onset** of the headache?,"1, before headache pain, 1F448 | 2, after headache pain, 1F449",,,[headache_confusing] = 1,all_day_questions,Headache,
headache_medication,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,1,,new/headacheTreat.png,150x150,Which (if any) did you take to **treat** your headache?,"1, over-the-counter medications, 1F48A | 2, prescription medications, new/prescriptionMeds | 3, no medications, 274C",,,[headache] = 2,all_day_questions,Headache,
headache_interference,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/headacheActivity.png,150x150,How much does (or did) the headache **interfere with your activities**?,"1, not at all, 1F642 | 2, mildly, 1F610 | 3, moderately, 1F627 | 4, severely, 1F62B",,,[headache] = 2,all_day_questions,Headache,
headache_prevent,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,1,,new/headachePrevent.png,150x150,"Since the last questionnaire, did you do any of the following to **prevent a headache**?","1, take prescribed medication, new/prescriptionMeds | 2, take over-the-counter medication, 1F48A | 3, reduce or change activities, 1F504 | 4, use relaxation/yoga/other techniques, 1F9D8-200D-2640-FE0F | 5, rest or take a nap, 1F6CF | 6, other prevention strategy, 2754 | 7, none, 274C",,,,all_day_questions,Headache,
day_instructions,,evening_set,EMA Assessment (Night),An evening questionnaire,markdown-message,,,new/dayNight.png,150x150,Please think about your experiences **over the entire day** (NOT just since the last questionnaire) when responding to the following questions.,,,,,evening_questions,Daily Events and Overall Health,
day_stress,,evening_set,EMA Assessment (Night),An evening questionnaire,slider,,,,,How **stressful** was your day overall?,"1, 1, 1F60C | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, new/stress",no stress experienced,extreme stress experienced,,evening_questions,Daily Events and Overall Health,
day_stress_category,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,1,,new/stress.png,150x150,What areas were stressful for you today?,"1, physical health, 2764 | 2, education or work, new/educationWork | 3, financial matters, 1F4B5 | 4, relationship with friends, 1F91D | 5, relationships with family, 1F46A | 6, relationships with spouse/partner, 1F49C | 7, interaction with strangers, 1F465 | 8, other, 2753",,,[day_stress] > 1,evening_questions,Daily Events and Overall Health,
day_stress_typical,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/stress.png,150x150,Was today a relatively **typical day** for you in terms of **stress**?,"1, Yes, 2611 | 0, No, new/exclamation",,,,evening_questions,Daily Events and Overall Health,
day_routine_typical,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/routines.png,150x150,Was today a relatively **typical day** for you in terms of **routines**?,"1, Yes, 2611 | 0, No, new/exclamation",,,,evening_questions,Daily Events and Overall Health,
day_phyiscal_health,,evening_set,EMA Assessment (Night),An evening questionnaire,slider,,,,,How was your **physical health** today?,"1, 1, 1F637 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7, 1F4AA",very poor,very good/excellent,,evening_questions,Daily Events and Overall Health,
day_cold_cough_flu,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/coldFever.png,150x150,"Do you have a **cold**, **cough**, or **flu** today?","1, Yes | 0, No",,,,evening_questions,Daily Events and Overall Health,
day_problem_categories,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,1,,,,Did you have any of the **following problems** today?,"1, allergies, new/allergies | 2, asthma or respiratory difficulties, new/lung | 3, gastrointestinal/nausea/vomiting/bowel or stomach problems, new/stomachIntestine | 4, muscle/joint pain, new/jointPain | 5, heart racing or pounding, 1F493 | 6, headache, new/headache | 7, dizziness/feeling light-headed or faint, new/dizzy | 8, hit or hurt your head, 1F915 | 9, none, 274C",,,,evening_questions,Daily Events and Overall Health,
day_problems_allergies,,evening_set,EMA Assessment (Night),An evening questionnaire,radio,,autoAdvance,new/allergies.png,150x150,How much did your **allergies** bother you today?,"1, not at all, 1F642 | 2, mildly, 1F610 | 3, moderately, 1F627 | 4, severely, 1F62B",,,[day_problem_categories].includes(1),evening_questions,Daily Events and Overall Health,
